"company","title"
Santander Consumer Bank AS,Santander Consumer Bank results for Q3 2024
Ocean Yield AS,Invitation to webcast of Q3 2024 results
EAM SOLAR AS,Shareholding disclosure - Nordnet AB (publ)
ICELANDIC SALMON,Icelandic Salmon - Invitation to presentation for the third quarter 2024 results
Pro Kapital Grupp,Pro Kapital Council approved Consolidated Interim Report for III Quarter and  Months of 2024 (Unaudited)
Pro Kapital Grupp,Pro Kapital Council approved Consolidated Interim Report for III Quarter and 9 Months of 2024 (Unaudited)
Safello Group AB,Åsa Leander Skålén elected to the board of Safello AB
ICA Gruppen AB,ICA Gruppen publishes prospectus
KN Energies,Correction: AB KN Energies financial information reporting dates in 2024
Linda Nektar,Dividend payment ex-date of AS Linda Nektar
ING GROEP N.V.,Progress on share buyback programme
Hexicon AB,Invitation to the presentation of Hexicon's interim report for July to September 2024
Arion banki hf.,"Arion Bank hf.: Notice to the holders of the SEK 225,000,000 Floating Rate Notes, ISIN: XS2096440623, of full redemption."
Pro Kapital Grupp,Pro Kapital Council approved Consolidated Interim Report for III Quarter and 9 Months of 2024 (Unaudited)
Pro Kapital Grupp,Pro Kapital Council approved Consolidated Interim Report for III Quarter and  Months of 2024 (Unaudited)
Pro Kapital Grupp,Pro Kapitali nõukogu kinnitas 2024. a III kvartali ja 9 kuu konsolideeritud vahearuande (auditeerimata)
"",Correction: AB KN Energies financial information reporting dates in 2024
"",Correction: AB „KN Energies“ 2024 m. finansinės informacijos skelbimo kalendorius
Pro Kapital Grupp,Financial Calendar 2025
Pro Kapital Grupp,Prolongation of term in office of Chairman of the Management Board of AS Pro Kapital Grupp
Pro Kapital Grupp,Prolongation of term in office of Chairman of the Management Board of AS Pro Kapital Grupp
KONGSBERG AUTOMOTIVE,Invitation to a breakfast meeting with Kongsberg Automotive
INPOST S.A.,InPost to conduct share buyback to meet obligations under its employee incentive programmes
Sparebanken Sør,Finansiell kalender
EVERFUEL,Everfuel A/S - Mandatory notifications of trades - settlement of warrants
Sparebanken Sør,Financial calendar
AKVA GROUP,AKVA group ASA: Mandatory notification of trade
NAVAMEDIC,Navamedic ASA: Amendments to loan agreements with Observe Medical ASA
OBSERVE MEDICAL,Observe Medical ASA: Amendments to loan agreements with Navamedic ASA
DFDS A/S,DFDS AGREES NEW TERMS AND COMPLETES TURKISH LOGISTICS ACQUISITION
Borregaard ASA,Borregaard ASA: Initiation of share repurchase programme
Storebrand ASA,Storebrand ASA: Meldepliktig handel for primærinnsider
Storebrand ASA,Storebrand ASA: Notice of transaction by PDMR
VEON,VEON Receives License for its Branch Office in Dubai International Financial Centre
EVERFUEL,Everfuel A/S - Mandatory notification of trade
BORGESTAD,Borgestad ASA: Mandatory notification of trade
EVERFUEL,Everfuel A/S - Disclosure of large shareholding and mandatory notification of trade
WORLDLINE,Worldline : 2025 General meeting - Approval of all resolutions
Genova Property Group AB,Genova successfully issues subsequent green senior unsecured bonds of MSEK 100 under outstanding green framework
DFDS A/S,DFDS AGREES NEW TERMS AND COMPLETES TURKISH LOGISTICS ACQUISITION
Pro Kapital Grupp,Financial Calendar 2025
Pro Kapital Grupp,Financial Calendar 2025
SP Group A/S,Interim report for SP Group A/S - Third quarter of 2024
Pro Kapital Grupp,Prolongation of term in office of Chairman of the Management Board of AS Pro Kapital Grupp
Pro Kapital Grupp,Prolongation of term in office of Chairman of the Management Board of AS Pro Kapital Grupp
DonkeyRepublic Holding A/S,Registration of capital increase
Carlsberg A/S,Notification and public disclosure of transactions in Carlsberg A/S shares by persons discharging managerial responsibilities
Eyenovia,Eyenovia Provides Update on Phase 3 CHAPERONE Study
DFDS A/S,DFDS AGREES NEW TERMS AND COMPLETES TURKISH LOGISTICS ACQUISITION
DFDS A/S,DFDS AFTALER NYE BETINGELSER OG GENNEMFØRER KØB AF TYRKISK LOGISTIKVIRKSOMHED
"",Udstedelse af Senior Non-Prefered for 100 mio. kr.
SP Group A/S,Interim report for SP Group A/S - Third quarter of 2024
Archer Norge AS 23/27 FRN USD FLOOR C,Ny rente
Pro Kapital Grupp,AS-i Pro Kapital Grupp juhatuse esimehe volituste pikendamine
Pro Kapital Grupp,Prolongation of term in office of Chairman of the Management Board of AS Pro Kapital Grupp
"",AKVA group ASA: Mandatory notification of trade
"",Borregaard ASA: Initiation of share repurchase programme
AIR LIQUIDE(L-),Air Liquide: Voting Rights
Eleving Group,Stabilisation transactions with Eleving Group shares - end of stabilisation period notice
Pro Kapital Grupp,Correction: Financial Calendar 2025
VENTURA OFFSHORE HOLDING LTD.,Financial calendar
HYDROGENPRO ASA,HydrogenPro (OSE: HYPRO) meets the European Hydrogen Bank regulations
Ventura Offshore Midco Ltd,Financial calendar
BEWI,BEWI - New long-term incentive programme and mandatory notifications
Argeo ASA,Argeo ASA: Meldepliktig handel for primærinnsidere
Equinor ASA,Finansiell kalender
Equinor ASA,Financial calendar
Sola kommune,Euronext Oslo Børs – Sola kommune - Received application for listing of bonds
Sola kommune,Euronext Oslo Børs – Sola kommune - Mottatt søknad om notering av obligasjonslån
SOILTECH ASA,Soiltech AS: Extraordinary general meeting held
EAM SOLAR AS,Shareholding disclosure - Nordnet AB (publ)
Landkreditt Bank AS,Landkreditt Bank: Utvidelse av senior usikret MREL-tellende obligasjonslån
RANA GRUBER ASA,Financial calendar
JUNGLE21 S.A.,Call notice of the Extraordinary General Shareholders’ Meeting
STAD KOMMUNE,Ny rente
BN Bank ASA,Rentefastsettelse
Skagerrak Sparebank,Ny rente
Scatec ASA,Ny rente
AMUNDI PHYSICAL GOLD ETC,Amundi Physical Metals plc: UK Final Terms
SpareBank 1 SMN,Rentefastsettelse
Bjugn Sparebank,Rentefastsettelse
SpareBank 1 SMN,Rentefastsettelse
Ørland Sparebank,Rentefastsettelse
AMUNDI PHYSICAL GOLD ETC,Amundi Physical Metals plc: Final Terms
Sparebank 68 grader nord,Rentefastsettelse
Giske kommune,Rentefastsettelse
Haugesund Sparebank,Rentefastsettelse
Sparebanken Møre,Rentefastsettelse
Brage Finans AS,Rentefastsettelse
JBF Sparebank,Rentefastsettelse
Ørland Sparebank,Rentefastsettelse
SpareBank 1 SMN,Rentefastsettelse
Høland og Setskog Sparebank,Rentefastsettelse
Skue Sparebank,Rentefastsettelse
Trondheim Kommune,Rentefastsettelse
Skue Sparebank,Rentefastsettelse
ROMERIKE SPAREBANK,Rentefastsettelse
Austevoll Seafood ASA,Financial calendar
Austevoll Seafood ASA,Finansiell kalender
MAGNORA,Magnora ASA - investor presentation
EPSO-G,The EPSO-G group of companies announces the consolidated operating results for the first nine months of 2024
BEWI ASA,BEWI - New long-term incentive programme and mandatory notifications
Eleving Group,Stabilisation transactions with Eleving Group shares - end of stabilisation period notice 
Intrum,Intrum AB obtains approval from noteholders to amend the terms and conditions of the notes for certain MTN-series issued under its MTN-programme in accordance with Proposal 1
Aiforia Technologies Oyj,Aiforia Technologies Plc - Managers' Transactions
"Latour, Investmentab.",Investment AB Latour (publ) issues bond loans
AstraZeneca PLC,Director/PDMR Shareholding
Meriaura Group Oyj,"Meriaura Group Plc, Inside information: Changes in Meriaura Group Plc's financial management"
SP Group A/S,Share Buy-back programme at SP Group A/S
MT Højgaard Holding A/S,MT Højgaard Holding A/S: Revised financial calendar 2025
Paxman AB,See Redeye's interview with CEO Richard Paxman
Scilex Holding Company,"Scilex Holding Company Announces Presentation of Data at the 2024 American College of Rheumatology Convergence Conference to be held at the Walter E. Washington Convention Center in Washington, D.C. on November 14 – 19, 2024"
SP Group A/S,Share Buy-back programme at SP Group A/S
SP Group A/S,Aktietilbagekøbsprogram i SP Group A/S
Pro Kapital Grupp,Correction: 2025. aasta finantskalender
Strategic Investments A/S,Meddelelse nr. 28/2023: Delårsrapport 1. januar – 30. september 2024
Strategic Investments A/S,Meddelelse nr. 27/2024: Opdaterede resultatforventninger for 2024
Pro Kapital Grupp,Correction: Financial Calendar 2025
Pro Kapital Grupp,Correction: Financial Calendar 2025
Karolinska Development AB ser.B,Karolinska Developments portföljbolag Umecrine Cognition presenterar positiva interimdata från klinisk fas 1b/2a-studie
"","Meriaura Group Plc, Inside information: Changes in Meriaura Group Plc’s financial management"
"","Meriaura Group Oyj, Sisäpiiritieto: Muutoksia Meriaura Group Oyj:n talousjohdossa"
"",Results for the first nine months
"",Níu mánaða uppgjör Landsvirkjunar
Sýn hf.,Sýn hf.: Viðskipti einstaklinga í stjórnunarstörfum og einstaklinga sem eru þeim nákomnir
"",The EPSO-G group of companies announces the consolidated operating results for the first nine months of 2024
"",„EPSO-G“ įmonių grupė skelbia konsoliduotus 2024 m. 9 mėnesių veiklos rezultatus
Baltic Horizon Fund / Northern Horizon Capital,Baltic Horizon Fund publishes its NAV for October 2024
Orkela,NOTICE REGARDING UAB „ORKELA“ FINANCIAL STATEMENTS FOR 9-MONTH PERIOD ENDED 30 SEPTEMBER 2024
Baltic Horizon Fund / Northern Horizon Capital,Summary of Baltic Horizon Fund webinar
EPSO-G,The EPSO-G group of companies announces the consolidated operating results for the first nine months of 2024
ALTERNUS ENERGY GROUP PLC,Update: Advisor Appointment
Ørland Sparebank,Ørland Sparebank Kvartalsrapport 3 kvartal 2024
Sparebanken Vest,Financial calendar
Sparebanken Vest,Finansiell kalender
Borregaard ASA,Borregaard ASA: Long-term sustainability linked credit facility extended
Sparebanken Vest Boligkreditt,Sparebanken Vest Boligkreditt AS: successful issuance of SEK Covered Bond
Arcario AB,Arcario AB: Primary Insider Share Purchase Notice
Baltic Horizon Fund / Northern Horizon Capital,Baltic Horizon Fund publishes its NAV for October 2024
Baltic Horizon Fund / Northern Horizon Capital,Baltic Horizon Fund publishes its NAV for October 2024
Orkela,NOTICE REGARDING UAB „ORKELA“ FINANCIAL STATEMENTS FOR 9-MONTH PERIOD ENDED 30 SEPTEMBER 2024
Dooba Finance AB (publ),Dooba Finance AB (publ) - Publishing of the Quarter End Report for Q3 2024
Nilfisk Holding A/S,Notification of executives and related parties' transactions with Nilfisk shares
Baltic Horizon Fund / Northern Horizon Capital,Summary of Baltic Horizon Fund webinar
Baltic Horizon Fund / Northern Horizon Capital,Summary of Baltic Horizon Fund webinar
OptiCept Technologies AB,OptiCept Technologies publishes supplementary prospectus
Nilfisk Holding A/S,Notification of executives and related parties’ transactions with Nilfisk shares
Baltic Horizon Fund,Baltic Horizon Fund publishes its NAV for October 2024
Baltic Horizon Fund,Baltic Horizon Fond avaldab osaku puhasväärtuse 2024. aasta oktoobri seisuga
Baltic Horizon Fund,Baltic Horizon Fund publishes its NAV for October 2024
Baltic Horizon Fund,Summary of Baltic Horizon Fund webinar
Baltic Horizon Fund,Summary of Baltic Horizon Fund webinar
Baltic Horizon Fund,Kokkuvõte Baltic Horizon Fondi veebiseminarist
"",NOTICE REGARDING UAB „ORKELA“ FINANCIAL STATEMENTS FOR 9-MONTH PERIOD ENDED 30 SEPTEMBER 2024
"","PRANEŠIMAS DĖL UAB „ORKELA“ FINANSINĖS ATASKAITOS UŽ 9 MĖNESIŲ LAIKOTARPĮ, PASIBAIGUSĮ 2024 M. RUGSĖJO 30 D."
"",Borregaard ASA: Long-term sustainability linked credit facility extended
SANOFI,Sanofi: Information concerning the total number of voting rights and shares - October 2024
SANOFI,Sanofi: Informations relatives au nombre de droits de vote et d'actions - Octobre 2024
AKOBO MINERALS AB (PUB),Akobo Minerals and Ethiopian Prime Minister Abiy Ahmed inaugurate the Segele Mine
"",CONDITIONS FOR RIKSBANK AUCTIONS GOVERNMENT BONDS
Citycon Treasury B.V.,Inside information: Citycon announces a new CEO and changes in the Corporate Management Committee. Board decides to suspend dividend for 2025.
IPSEN,Iqirvo® (elafibranor) data shows efficacy and safety for up to 3 years in patients with PBC with improvements in fatigue and pruritus
IPSEN,Iqirvo® (elafibranor) montre des données d’efficacité et de tolérance sur une période allant jusqu’à trois ans chez les patients atteints de CBP avec une amélioration de la fatigue et du prurit
Pandora A/S, Transactions in connection with share buyback programme
ROBERTET,Rectificatif au communiqué de presse du 15 novembre 2024
AGILYX ASA,Agilyx ASA – Successful Placement of a $50 million Senior Secured Green Bond Issue
EAM SOLAR AS,Shareholding disclosure - Nordnet AB (publ)
Irisity AB,Irisity AB (publ) invites to a digital company presentation and Q&A
Alma Media,Alma Media Corporation: Share repurchase 15.11.2024
United Bankers Oyj,UNITED BANKERS PLC: ACQUISITION OF OWN SHARES 15.11.2024
Alexandria Group Oyj,ALEXANDRIA GROUP OYJ: ACQUISITION OF OWN SHARES 15.11.2024
Tamtron Group Oyj,Tamtron Group Plc: Share repurchase 15.11.2024
Kalmar Oyj,Kalmar Corporation: Share Repurchase 15.11.2024
Sanoma Oyj,SANOMA CORPORATION: ACQUISITION OF OWN SHARES 15 November 2024
Ress Life Investments A/S,Ress Life Investments A/S: Ress Life Investments A/S publishes Net Asset Value (NAV).
Citycon Oyj,Inside information: Citycon announces a new CEO and changes in the Corporate Management Committee. Board decides to suspend dividend for 2025.
Alma íbúðafélag hf.,Alma íbúðafélag hf.: Lækkun skuldabréfaútgáfu AL260148.
CoinShares International Ltd,CoinShares Showcases Strategic Excellence Through Successful Transformation of Valkyrie Business
Akero Therapeutics,Akero Therapeutics to Showcase New Analyses of Phase 2b HARMONY Study in Presentations at 75th Annual AASLD The Liver Meeting® 2024
Ress Life Investments A/S,Ress Life Investments A/S: Ress Life Investments A/S publishes Net Asset Value (NAV).
"",SANOMA CORPORATION: ACQUISITION OF OWN SHARES 15 November 2024
"",SANOMA OYJ: OMIEN OSAKKEIDEN HANKINTA 15.11.2024
"",Alma íbúðafélag hf.: Lækkun skuldabréfaútgáfu AL260148.
Grenardi Group,AS Grenardi Group unaudited financial report for 9 months of 2024
HERMES INTERNATIONAL,Hermès International: Shares and voting rights as of 31 October 2024
HERMES INTERNATIONAL,Hermès International : Actions et droits de vote au 31 octobre 2024
ODFJELL TECHNOLOGY LTD,OTL: MANDATORY NOTIFICATION OF TRADE BY PRIMARY INSIDER
MULTICONSULT,Multiconsult ASA - Status on share buy-back
REC SILICON,REC Silicon Qualification Material of Ultra-High Purity Polysilicon Clears Customs
ORANGE,Press release: Orange contests the measures taken by the PNF concerning a VAT allocation dispute for 2017-2019
ORANGE,Communiqué : Orange conteste les mesures prises par le PNF dans un contentieux sur la TVA pour 2017-2019
Seacrest Petroleo Bermuda Limi,Seacrest Petroleo Bermuda Limited: Invitation to release of third quarter 2024 results
JACQUET METALS,JACQUET METALS SA : Déclaration au titre de l'article 223-16 du Règlement Général de l'Autorité des Marchés Financiers
IMMERSION,IMMERSION : Résultats annuels 2023/2024
GETLINK SE,Getlink SE : Interruption technique des opérations d’ElecLink - Mise à jour concernant la remise en service
